Ensembl.gene.ID	Ensembl.transcript.ID	RefSeq.mRNA.ID	Gene.name	UCSC.ID
ENSG00000148180	ENST00000373823	NM_198252	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353055	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001127665	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353056	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353059	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001127664	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353058	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353061	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353060	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353053	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353054	GSN	uc064vkv.1
ENSG00000119397	ENST00000373850	NM_001330762	CNTRL	uc064vkn.1
ENSG00000148219	ENST00000361477	NM_198187	ASTN2	uc064vhm.1
ENSG00000157693	ENST00000374049	NM_001330760	TMEM268	uc064vgg.1
ENSG00000138835	ENST00000350696	NM_001282923	RGS3	uc064vek.1
ENSG00000148153	ENST00000374236	NM_001329588	INIP	uc064vcq.1
ENSG00000148153	ENST00000374236	NM_001329585	INIP	uc064vcq.1
ENSG00000148153	ENST00000374236	NM_001329590	INIP	uc064vcq.1
ENSG00000148153	ENST00000374236	NM_001329589	INIP	uc064vcq.1
ENSG00000136813	ENST00000338205	NM_001364931	ECPAS	uc064vau.1
ENSG00000136813	ENST00000338205	NM_001364930	ECPAS	uc064vau.1
ENSG00000136813	ENST00000338205	NM_001363756	ECPAS	uc064vau.1
ENSG00000136813	ENST00000338205	NM_001364929	ECPAS	uc064vau.1
ENSG00000030304	ENST00000374448	NM_005592	MUSK	uc064vaj.1
ENSG00000030304	ENST00000189978	NM_001166281	MUSK	uc064vai.2
ENSG00000030304	ENST00000189978	NM_001166280	MUSK	uc064vai.2
ENSG00000106701	ENST00000394926	NM_001330739	FSD1L	uc064uwy.1
ENSG00000070214	ENST00000374724	NM_001330731	SLC44A1	uc064uwt.1
ENSG00000070214	ENST00000374720	NM_080546	SLC44A1	uc064uws.1
ENSG00000165152	ENST00000374847	NM_001303107	TMEM246	uc064uvp.1
ENSG00000136881	ENST00000395051	NM_001701	BAAT	uc064uvi.1
ENSG00000251349	ENST00000502978	NM_001198812	MSANTD3-TMEFF1	uc064uvb.1
ENSG00000136932	ENST00000375118	NM_001330725	TRMO	uc064ura.1
ENSG00000196312	ENST00000637864	NM_001355230	MFSD14C	uc064upl.1
ENSG00000196312	ENST00000637864	NM_001355229	MFSD14C	uc064upl.1
ENSG00000081377	ENST00000463569	NM_001351568	CDC14B	uc064uoo.1
ENSG00000081377	ENST00000463569	NM_001351567	CDC14B	uc064uoo.1
ENSG00000081377	ENST00000463569	NM_001351570	CDC14B	uc064uoo.1
ENSG00000081377	ENST00000463569	NM_001351569	CDC14B	uc064uoo.1
ENSG00000048828	ENST00000446420	NM_001286723	FAM120A	uc064uko.1
ENSG00000157303	ENST00000375469	NM_001287005	SUSD3	uc064ujb.1
ENSG00000157303	ENST00000465709	NM_001287008	SUSD3	uc064uja.1
ENSG00000198000	ENST00000535387	NM_001330722	NOL8	uc064uht.1
ENSG00000198000	ENST00000358855	NM_001256394	NOL8	uc064uhm.1
ENSG00000198000	ENST00000442668	NM_017948	NOL8	uc064uhl.1
ENSG00000187764	ENST00000420987	NM_001142287	SEMA4D	uc064uei.1
ENSG00000204446	ENST00000623052	NM_001001709	C9orf170	uc064uce.1
ENSG00000083223	ENST00000277141	NM_001330718	TUT7	uc064ubw.1
ENSG00000187753	ENST00000613665	NM_001276368	C9orf153	uc064ubp.1
ENSG00000135049	ENST00000357081	NM_001330701	AGTPBP1	uc064uax.1
ENSG00000148053	ENST00000323115	NM_001018064	NTRK2	uc064uav.1
ENSG00000165119	ENST00000351839	NM_031262	HNRNPK	uc064uag.1
ENSG00000148019	ENST00000643273	NM_001330691	CEP78	uc064tvt.1
ENSG00000148019	ENST00000643273	NM_001349839	CEP78	uc064tvt.1
ENSG00000148019	ENST00000277082	NM_001330694	CEP78	uc064tvs.1
ENSG00000106772	ENST00000443509	NM_001308048	PRUNE2	uc064tus.1
ENSG00000106772	ENST00000443509	NM_001308047	PRUNE2	uc064tus.1
ENSG00000106772	ENST00000376717	NM_001308049	PRUNE2	uc064tuo.1
ENSG00000106772	ENST00000376717	NM_001330680	PRUNE2	uc064tuo.1
ENSG00000106772	ENST00000376717	NM_001308051	PRUNE2	uc064tuo.1
ENSG00000106772	ENST00000376717	NM_001308050	PRUNE2	uc064tuo.1
ENSG00000083067	ENST00000396283	NM_001007470	TRPM3	uc064trm.1
ENSG00000083067	ENST00000396292	NM_206946	TRPM3	uc064trh.1
ENSG00000083067	ENST00000396285	NM_020952	TRPM3	uc064trg.1
ENSG00000083067	ENST00000396280	NM_206945	TRPM3	uc064trf.1
ENSG00000196873	ENST00000377342	NM_001363751	CBWD3	uc064tni.1
ENSG00000204849	ENST00000377647	NM_001085452	SPATA31A1	uc064tes.1
ENSG00000122705	ENST00000466396	NM_001311205	CLTA	uc064tan.1
ENSG00000122705	ENST00000466396	NM_001311204	CLTA	uc064tan.1
ENSG00000122707	ENST00000479053	NM_001316347	RECK	uc064tah.1
ENSG00000122707	ENST00000479053	NM_001316346	RECK	uc064tah.1
ENSG00000122707	ENST00000479053	NM_001316348	RECK	uc064tah.1
ENSG00000278889	ENST00000341959	NM_019897	OR2S2	uc064tad.1
ENSG00000198467	ENST00000329305	NM_001301226	TPM2	uc064syd.1
ENSG00000107140	ENST00000620767	NM_001318230	TESK1	uc064swy.1
ENSG00000107140	ENST00000620767	NM_006285	TESK1	uc064swy.1
ENSG00000215187	ENST00000619051	NM_001287238	FAM166B	uc064swv.1
ENSG00000215187	ENST00000619051	NM_001287239	FAM166B	uc064swv.1
ENSG00000005238	ENST00000378557	NM_001317991	FAM214B	uc064swk.1
ENSG00000187186	ENST00000421828	NM_001320038	AL162231.1	uc064sup.1
ENSG00000187186	ENST00000421828	NM_001320037	AL162231.1	uc064sup.1
ENSG00000164970	ENST00000379081	NM_001184945	FAM219A	uc064ssa.1
ENSG00000164970	ENST00000379080	NM_001184942	FAM219A	uc064srz.1
ENSG00000186638	ENST00000402558	NM_194313	KIF24	uc064srr.1
ENSG00000165006	ENST00000626262	NM_001171202	UBAP1	uc064sro.1
ENSG00000137073	ENST00000379238	NM_001282529	UBAP2	uc064sqx.1
ENSG00000230453	ENST00000290943	NM_001353432	ANKRD18B	uc064spz.1
ENSG00000165269	ENST00000379506	NM_001318157	AQP7	uc064spf.1
ENSG00000107262	ENST00000379704	NM_001172415	BAG1	uc064sos.2
ENSG00000107262	ENST00000379704	NM_001349299	BAG1	uc064sos.2
ENSG00000137074	ENST00000436040	NM_001195249	APTX	uc064sng.1
ENSG00000137074	ENST00000436040	NM_175073	APTX	uc064sng.1
ENSG00000137074	ENST00000379825	NM_001195251	APTX	uc064snf.1
ENSG00000137074	ENST00000379825	NM_175069	APTX	uc064snf.1
ENSG00000174482	ENST00000613945	NM_001354574	LINGO2	uc064smr.1
ENSG00000174482	ENST00000379992	NM_152570	LINGO2	uc064smp.1
ENSG00000174482	ENST00000379992	NM_001354575	LINGO2	uc064smp.1
ENSG00000174482	ENST00000379992	NM_001258282	LINGO2	uc064smp.1
ENSG00000107105	ENST00000544538	NM_001351471	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351476	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351475	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351470	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351474	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351469	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351473	ELAVL2	uc064sku.1
ENSG00000107105	ENST00000544538	NM_001351466	ELAVL2	uc064sku.1
ENSG00000137145	ENST00000434457	NM_001330640	DENND4C	uc064shn.1
ENSG00000044459	ENST00000484374	NM_001286985	CNTLN	uc064sgr.1
ENSG00000044459	ENST00000484374	NM_001286984	CNTLN	uc064sgr.1
ENSG00000173068	ENST00000418777	NM_001317939	BNC2	uc064sgb.1
ENSG00000164985	ENST00000397519	NM_021144	PSIP1	uc064sfg.1
ENSG00000107186	ENST00000536827	NM_001261407	MPDZ	uc064sdp.1
ENSG00000153707	ENST00000381196	NM_002839	PTPRD	uc064scf.1
ENSG00000107077	ENST00000401787	NM_001304341	KDM4C	uc064sbp.1
ENSG00000137033	ENST00000456383	NM_001199640	IL33	uc064sar.1
ENSG00000137033	ENST00000381434	NM_001353802	IL33	uc064sap.1
ENSG00000137033	ENST00000381434	NM_001314045	IL33	uc064sap.1
ENSG00000137033	ENST00000381434	NM_001314046	IL33	uc064sap.1
ENSG00000137033	ENST00000381434	NM_033439	IL33	uc064sap.1
ENSG00000137033	ENST00000381434	NM_001314047	IL33	uc064sap.1
ENSG00000137033	ENST00000381434	NM_001314044	IL33	uc064sap.1
ENSG00000107014	ENST00000416837	NM_005059	RLN2	uc064rzk.1
ENSG00000120158	ENST00000442869	NM_001286699	RCL1	uc064ryz.2
ENSG00000120158	ENST00000442869	NM_001286700	RCL1	uc064ryz.2
ENSG00000106686	ENST00000406861	NM_001353491	SPATA6L	uc064ryl.1
ENSG00000106686	ENST00000461761	NM_001353487	SPATA6L	uc064ryj.1
ENSG00000106686	ENST00000461761	NM_001353485	SPATA6L	uc064ryj.1
ENSG00000106686	ENST00000461761	NM_001353484	SPATA6L	uc064ryj.1
ENSG00000080503	ENST00000450198	NM_001289397	SMARCA2	uc064rwa.2
ENSG00000173253	ENST00000382251	NM_181872	DMRT2	uc064rvw.1
ENSG00000147789	ENST00000528372	NM_001349807	ZNF7	uc064rqv.1
ENSG00000147789	ENST00000528372	NM_003416	ZNF7	uc064rqv.1
ENSG00000147789	ENST00000325217	NM_001330623	ZNF7	uc064rqm.1
ENSG00000161016	ENST00000528957	NM_001317782	RPL8	uc064rpz.1
ENSG00000196378	ENST00000534445	NM_001286770	ZNF34	uc064rpr.1
ENSG00000147799	ENST00000276826	NM_001308207	ARHGAP39	uc064rpf.1
ENSG00000147799	ENST00000276826	NM_001308208	ARHGAP39	uc064rpf.1
ENSG00000147799	ENST00000377307	NM_025251	ARHGAP39	uc064rpe.1
ENSG00000187954	ENST00000530374	NM_001330618	CYHR1	uc064rnd.1
ENSG00000147804	ENST00000532718	NM_001280557	SLC39A4	uc064rmh.1
ENSG00000185803	ENST00000532887	NM_001363121	SLC52A2	uc064rlf.1
ENSG00000185803	ENST00000532887	NM_001363118	SLC52A2	uc064rlf.1
ENSG00000261587	ENST00000562477	NM_001252404	TMEM249	uc064rkt.1
ENSG00000179832	ENST00000528919	NM_032450	MROH1	uc064rjm.1
ENSG00000179698	ENST00000323662	NM_001316309	WDR97	uc064riy.1
ENSG00000180921	ENST00000388913	NM_198488	FAM83H	uc064rej.1
ENSG00000181135	ENST00000526315	NM_001288808	ZNF707	uc064rdv.1
ENSG00000181135	ENST00000526315	NM_001288809	ZNF707	uc064rdv.1
ENSG00000104529	ENST00000423316	NM_001130053	EEF1D	uc064rak.1
ENSG00000181638	ENST00000330701	NM_173832	ZFP41	uc064qwy.1
ENSG00000181638	ENST00000520584	NM_001271156	ZFP41	uc064qwx.1
ENSG00000283992	ENST00000521396	NM_001356372	SLURP2	uc064qvn.1
ENSG00000160886	ENST00000522591	NM_001160354	LY6K	uc064qvg.1
ENSG00000181790	ENST00000323289	NM_001702	ADGRB1	uc064qup.1
ENSG00000171045	ENST00000307180	NM_001363740	TSNARE1	uc064quh.1
ENSG00000226807	ENST00000621837	NM_207414	MROH5	uc064qua.1
ENSG00000254019	ENST00000518520	NM_001317971	AC011676.2	uc064qtq.1
ENSG00000105339	ENST00000519811	NM_001352890	DENND3	uc064qsx.1
ENSG00000105339	ENST00000518347	NM_001352891	DENND3	uc064qsw.1
ENSG00000169398	ENST00000430260	NM_001352749	PTK2	uc064qqv.1
ENSG00000169398	ENST00000430260	NM_001352750	PTK2	uc064qqv.1
ENSG00000169398	ENST00000430260	NM_001352751	PTK2	uc064qqv.1
ENSG00000169398	ENST00000430260	NM_001352752	PTK2	uc064qqv.1
ENSG00000169398	ENST00000521059	NM_005607	PTK2	uc064qqp.1
ENSG00000169398	ENST00000521059	NM_001352737	PTK2	uc064qqp.1
ENSG00000169398	ENST00000521059	NM_001352694	PTK2	uc064qqp.1
ENSG00000169398	ENST00000521059	NM_001352728	PTK2	uc064qqp.1
ENSG00000169398	ENST00000521059	NM_001352732	PTK2	uc064qqp.1
ENSG00000169398	ENST00000517887	NM_001352697	PTK2	uc064qqo.1
ENSG00000167632	ENST00000520857	NM_001321646	TRAPPC9	uc064qph.1
ENSG00000129292	ENST00000395390	NM_001362971	PHF20L1	uc064qiv.1
ENSG00000129292	ENST00000220847	NM_001277196	PHF20L1	uc064qin.1
ENSG00000129295	ENST00000522789	NM_001321966	LRRC6	uc064qht.1
ENSG00000129295	ENST00000620350	NM_012472	LRRC6	uc064qhs.1
ENSG00000129295	ENST00000620350	NM_001321961	LRRC6	uc064qhs.1
ENSG00000129295	ENST00000620350	NM_001321962	LRRC6	uc064qhs.1
ENSG00000129295	ENST00000618342	NM_001321965	LRRC6	uc064qhr.1
ENSG00000129295	ENST00000618342	NM_001321964	LRRC6	uc064qhr.1
ENSG00000129295	ENST00000618342	NM_001321963	LRRC6	uc064qhr.1
ENSG00000132294	ENST00000519656	NM_001323553	EFR3A	uc064qhi.1
ENSG00000132294	ENST00000519656	NM_001323554	EFR3A	uc064qhi.1
ENSG00000132294	ENST00000519656	NM_001323555	EFR3A	uc064qhi.1
ENSG00000153310	ENST00000522941	NM_001353296	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353300	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353299	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353295	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353298	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353301	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353297	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353289	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353287	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353294	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353290	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353285	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353286	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353288	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353282	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353292	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353279	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353275	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353272	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353278	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353281	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353273	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353274	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353270	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000522941	NM_001353269	FAM49B	uc064qfk.1
ENSG00000153310	ENST00000517654	NM_001353256	FAM49B	uc064qfj.1
ENSG00000153310	ENST00000517654	NM_001353248	FAM49B	uc064qfj.1
ENSG00000153310	ENST00000517654	NM_001353306	FAM49B	uc064qfj.1
ENSG00000153310	ENST00000517654	NM_001353260	FAM49B	uc064qfj.1
ENSG00000153310	ENST00000517654	NM_001353257	FAM49B	uc064qfj.1
ENSG00000153310	ENST00000522250	NM_001330612	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353284	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353291	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353276	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353283	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353293	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353280	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353271	FAM49B	uc064qfi.1
ENSG00000153310	ENST00000522250	NM_001353277	FAM49B	uc064qfi.1
ENSG00000136997	ENST00000524013	NM_001354870	MYC	uc064qdl.1
ENSG00000136997	ENST00000621592	NM_002467	MYC	uc064qdk.2
ENSG00000156831	ENST00000522563	NM_001349485	NSMCE2	uc064qca.1
ENSG00000156831	ENST00000520866	NM_001349487	NSMCE2	uc064qbw.1
ENSG00000147684	ENST00000517367	NM_001278645	NDUFB9	uc064qae.1
ENSG00000147684	ENST00000517367	NM_001311168	NDUFB9	uc064qae.1
ENSG00000147684	ENST00000517367	NM_001278646	NDUFB9	uc064qae.1
ENSG00000147687	ENST00000522810	NM_001317889	TATDN1	uc064pzo.1
ENSG00000147687	ENST00000630259	NM_001317890	TATDN1	uc064pzk.1
ENSG00000259305	ENST00000357082	NM_001204180	ZHX1-C8orf76	uc064pxh.1
ENSG00000156787	ENST00000524307	NM_001363155	TBC1D31	uc064pwr.1
ENSG00000156787	ENST00000522420	NM_001330606	TBC1D31	uc064pwo.1
ENSG00000136986	ENST00000519018	NM_001330601	DERL1	uc064pwj.1
ENSG00000136960	ENST00000427067	NM_001330600	ENPP2	uc064ptr.1
ENSG00000104412	ENST00000517784	NM_001329494	EMC2	uc064pnc.1
ENSG00000164830	ENST00000517566	NM_001198533	OXR1	uc064pln.1
ENSG00000164830	ENST00000531443	NM_018002	OXR1	uc064plm.1
ENSG00000176406	ENST00000408894	NM_001348501	RIMS2	uc064pjl.1
ENSG00000176406	ENST00000408894	NM_001348503	RIMS2	uc064pjl.1
ENSG00000176406	ENST00000408894	NM_001348498	RIMS2	uc064pjl.1
ENSG00000176406	ENST00000408894	NM_001348509	RIMS2	uc064pjl.1
ENSG00000176406	ENST00000408894	NM_001348489	RIMS2	uc064pjl.1
ENSG00000164934	ENST00000297579	NM_015420	DCAF13	uc064piv.1
ENSG00000048392	ENST00000522368	NM_001172477	RRM2B	uc064pfk.1
ENSG00000083307	ENST00000395927	NM_001330593	GRHL2	uc064pee.1
ENSG00000132561	ENST00000524308	NM_001317748	MATN2	uc064ovn.1
ENSG00000156170	ENST00000396111	NM_001354517	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354531	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354529	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354533	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354530	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354519	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354521	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001330582	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354532	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354518	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354527	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354528	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354515	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354522	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354524	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354525	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000396111	NM_001354514	NDUFAF6	uc064oss.1
ENSG00000156170	ENST00000519136	NM_001354534	NDUFAF6	uc064osp.1
ENSG00000188343	ENST00000423990	NM_001283034	FAM92A	uc064onx.1
ENSG00000188343	ENST00000518322	NM_145269	FAM92A	uc064ons.1
ENSG00000147606	ENST00000617078	NM_001282357	SLC26A7	uc064okk.1
ENSG00000155100	ENST00000285420	NM_016023	OTUD6B	uc064oka.1
ENSG00000104320	ENST00000409330	NM_001024688	NBN	uc064oht.1
ENSG00000176623	ENST00000523911	NM_001317807	RMDN1	uc064ofe.1
ENSG00000133742	ENST00000519991	NM_001291968	CA1	uc064odf.1
ENSG00000133742	ENST00000524324	NM_001291967	CA1	uc064odd.1
ENSG00000133742	ENST00000431316	NM_001128829	CA1	uc064oda.1
ENSG00000133742	ENST00000542576	NM_001164830	CA1	uc064ocz.1
ENSG00000133742	ENST00000542576	NM_001128830	CA1	uc064ocz.1
ENSG00000176731	ENST00000614462	NM_001293320	C8orf59	uc064oci.1
ENSG00000104497	ENST00000615066	NM_001348189	SNX16	uc064oaw.1
ENSG00000147588	ENST00000519260	NM_001348381	PMP2	uc064nzk.1
ENSG00000104343	ENST00000523278	NM_001271015	UBE2W	uc064nsy.1
ENSG00000040341	ENST00000522695	NM_001164381	STAU2	uc064nsc.1
ENSG00000147604	ENST00000396465	NM_001363737	RPL7	uc064nrp.1
ENSG00000067167	ENST00000521425	NM_001317805	TRAM1	uc064noy.1
ENSG00000165084	ENST00000348340	NM_001349480	C8orf34	uc064nmt.1
ENSG00000165084	ENST00000348340	NM_001195639	C8orf34	uc064nmt.1
ENSG00000178125	ENST00000520633	NM_001348563	PPP1R42	uc064nlg.1
ENSG00000185728	ENST00000621890	NM_001277818	YTHDF3	uc064ngm.1
ENSG00000137575	ENST00000523483	NM_001348340	SDCBP	uc064nbf.1
ENSG00000137575	ENST00000523483	NM_001330537	SDCBP	uc064nbf.1
ENSG00000137575	ENST00000523483	NM_001348341	SDCBP	uc064nbf.1
ENSG00000215114	ENST00000638450	NM_001330535	UBXN2B	uc064nbc.1
ENSG00000170791	ENST00000523061	NM_001317859	CHCHD7	uc064mza.1
ENSG00000167904	ENST00000434581	NM_001363176	TMEM68	uc064mxh.1
ENSG00000168300	ENST00000360540	NM_052937	PCMTD1	uc064msu.1
ENSG00000147481	ENST00000647273	NM_001321778	SNTG1	uc064msl.1
ENSG00000147481	ENST00000647273	NM_001321777	SNTG1	uc064msl.1
ENSG00000147481	ENST00000647273	NM_001321776	SNTG1	uc064msl.1
ENSG00000147481	ENST00000647273	NM_001321775	SNTG1	uc064msl.1
ENSG00000164808	ENST00000517693	NM_001352960	SPIDR	uc064mps.1
ENSG00000164808	ENST00000517693	NM_001352959	SPIDR	uc064mps.1
ENSG00000164808	ENST00000517693	NM_001352958	SPIDR	uc064mps.1
ENSG00000164808	ENST00000519401	NM_001352956	SPIDR	uc064mpp.1
ENSG00000164808	ENST00000519401	NM_001352953	SPIDR	uc064mpp.1
ENSG00000164808	ENST00000519401	NM_001352952	SPIDR	uc064mpp.1
ENSG00000164808	ENST00000519401	NM_001352950	SPIDR	uc064mpp.1
ENSG00000164808	ENST00000519401	NM_001352957	SPIDR	uc064mpp.1
ENSG00000164808	ENST00000519401	NM_001352955	SPIDR	uc064mpp.1
ENSG00000078668	ENST00000521158	NM_001135694	VDAC3	uc064mmb.1
ENSG00000070718	ENST00000174653	NM_006803	AP3M2	uc064mjc.1
ENSG00000147533	ENST00000405786	NM_001174124	GOLGA7	uc064mhg.1
ENSG00000147526	ENST00000521866	NM_001352788	TACC1	uc064mdz.1
ENSG00000196166	ENST00000437935	NM_001303531	C8orf86	uc064mdg.1
ENSG00000077782	ENST00000326324	NM_023106	FGFR1	uc064mca.1
ENSG00000077782	ENST00000326324	NM_001354370	FGFR1	uc064mca.1
ENSG00000077782	ENST00000326324	NM_001354368	FGFR1	uc064mca.1
ENSG00000077782	ENST00000356207	NM_001174066	FGFR1	uc064mbz.1
ENSG00000077782	ENST00000356207	NM_023105	FGFR1	uc064mbz.1
ENSG00000077782	ENST00000397113	NM_001174065	FGFR1	uc064mby.1
ENSG00000077782	ENST00000397113	NM_001354369	FGFR1	uc064mby.1
ENSG00000077782	ENST00000447712	NM_023110	FGFR1	uc064mbw.1
ENSG00000077782	ENST00000397091	NM_015850	FGFR1	uc064mbv.1
ENSG00000077782	ENST00000397091	NM_001354367	FGFR1	uc064mbv.1
ENSG00000077782	ENST00000425967	NM_001174067	FGFR1	uc064mbu.1
ENSG00000165046	ENST00000523268	NM_001363205	LETM2	uc064mbk.1
ENSG00000165046	ENST00000524874	NM_001330515	LETM2	uc064mbi.1
ENSG00000147535	ENST00000531823	NM_001354459	PLPP5	uc064mao.1
ENSG00000147535	ENST00000531823	NM_001354458	PLPP5	uc064mao.1
ENSG00000147535	ENST00000524616	NM_001354452	PLPP5	uc064man.1
ENSG00000085788	ENST00000532222	NM_001164234	DDHD2	uc064lzx.1
ENSG00000147471	ENST00000523358	NM_001349349	PLPBP	uc064lxx.1
ENSG00000129696	ENST00000520636	NM_001330505	TTI2	uc064lvt.1
ENSG00000157168	ENST00000631040	NM_004495	NRG1	uc064lus.1
ENSG00000157168	ENST00000631040	NM_013958	NRG1	uc064lus.1
ENSG00000157168	ENST00000519301	NM_001322205	NRG1	uc064luk.1
ENSG00000157168	ENST00000519301	NM_001322202	NRG1	uc064luk.1
ENSG00000157168	ENST00000519301	NM_001160001	NRG1	uc064luk.1
ENSG00000157168	ENST00000519301	NM_001322201	NRG1	uc064luk.1
ENSG00000157168	ENST00000518104	NM_001159995	NRG1	uc064luj.1
ENSG00000157168	ENST00000518104	NM_001159999	NRG1	uc064luj.1
ENSG00000197265	ENST00000518599	NM_001348353	GTF2E2	uc064ltc.1
ENSG00000147421	ENST00000558662	NM_001324392	HMBOX1	uc064lpx.1
ENSG00000147421	ENST00000558662	NM_001324390	HMBOX1	uc064lpx.1
ENSG00000147421	ENST00000558662	NM_001324394	HMBOX1	uc064lpx.1
ENSG00000147421	ENST00000558662	NM_001324391	HMBOX1	uc064lpx.1
ENSG00000147421	ENST00000558662	NM_001324389	HMBOX1	uc064lpx.1
ENSG00000147421	ENST00000558662	NM_001324393	HMBOX1	uc064lpx.1
ENSG00000147419	ENST00000640944	NM_001304529	CCDC25	uc064lmn.1
ENSG00000147419	ENST00000522915	NM_001304532	CCDC25	uc064lml.1
ENSG00000147419	ENST00000522915	NM_001304530	CCDC25	uc064lml.1
ENSG00000120903	ENST00000520933	NM_001347707	CHRNA2	uc064lla.2
ENSG00000120903	ENST00000520933	NM_001347706	CHRNA2	uc064lla.2
ENSG00000120903	ENST00000520933	NM_001347708	CHRNA2	uc064lla.2
ENSG00000120903	ENST00000520933	NM_001347705	CHRNA2	uc064lla.2
ENSG00000120907	ENST00000380572	NM_001322504	ADRA1A	uc064lkd.1
ENSG00000092964	ENST00000521913	NM_001197293	DPYSL2	uc064ljv.1
ENSG00000147437	ENST00000276414	NM_000825	GNRH1	uc064lhq.1
ENSG00000147459	ENST00000410074	NM_001322810	DOCK5	uc064lhf.1
ENSG00000104679	ENST00000625275	NM_001301650	R3HCC1	uc064led.1
ENSG00000147457	ENST00000313219	NM_001317899	CHMP7	uc064ldt.1
ENSG00000120913	ENST00000308354	NM_021630	PDLIM2	uc064laq.1
ENSG00000168484	ENST00000524255	NM_001317779	SFTPC	uc064kye.1
ENSG00000168476	ENST00000523293	NM_001316964	REEP4	uc064kxr.1
ENSG00000158856	ENST00000415253	NM_001114138	DMTN	uc064kwv.1
